What are the treatments for Bile Duct Cancer?,"Surgery,Radiation therapy,Chemotherapy.    ",
What is Childhood Liver Cancer?, A disease in which cancer cells form in the tissues of the liver. ,
What is the risk for Childhood Liver Cancer?,"Having hepatitis B or hepatitis C,having liver damage caused by certain diseases.",
What are the symptoms of Childhood Liver Cancer?,"A lump or pain in the abdomen,weight loss for no known reason,loss of appetite. ",
How to diagnose Childhood Liver Cancer?,Tests that examine the liver and the blood. ,
What are the stages of Childhood Liver Cancer?," Stage I,Stage II,Stage III,Stage IV.    ",
What are the treatments for Childhood Liver Cancer?," Surgery,Watchful waiting,Chemotherapy.      ",
What research is being done for Childhood Liver Cancer?,Researchers are doing clinical trials for new treatment.     ,
What is Liver Cancer?,A disease in which cancer cells form in the tissues of the liver.   ,
What is the risk for Liver Cancer?,Having hepatitis or cirrhosis is the main risk for liver cancer.,
What is Ewing Sarcoma?,Ewing sarcoma is a type of tumor that forms in bone or soft tissue.  ,
How to diagnose Ewing Sarcoma?,Diagnosed by examine the bone and soft tissue.            ,
What are the symptoms of Ewing Sarcoma?,"Swelling and pain near the tumor,fever for no known reason. ",
What are the stages of Ewing Sarcoma?,"Stage I,Stage II,Stage III.                 ",
What are the treatments for Ewing Sarcoma?,"Chemotherapy,Radiation therapy,Drug Therapy.       t",
What research is being done for Ewing Sarcoma?,Clinical trials are underway to find better ways of reducing side effects of treatments.   ,
What is Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,A disease in which cancer cells form form in bone. ,
What is the risk for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,Having past treatment with radiation can increase the risk of osteosarcoma. ,
What are the symptoms of Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,"Swelling over a bone,pain in a bone or joint. ",
How to diagnose Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,Imaging tests are used to detect this disease.                        ,
What are the stages of Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?, Cancer may spread from where it began to other parts of the body. ,
What are the treatments for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,"Surgery,Radiation therapy,Chemotherapy.",
What research is being done for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone?,Researchers are doing clinical trials for new treatment.     ,
What is Adult Hodgkin Lymphoma?, A disease in which cancer cells form in the lymph system.  ,
What is the risk for Adult Hodgkin Lymphoma?,A family history of Hodgkin lymphoma can increase the risk of adult Hodgkin lymphoma.  ,
What are the symptoms of Adult Hodgkin Lymphoma?,"Swollen lymph nodes,fevers,drenching night sweats. ",
How to diagnose Adult Hodgkin Lymphoma?,"Physical exam and health history,LDH test,Hepatitis B and hepatitis C test.",
What research is being done for Adult Hodgkin Lymphoma?,Most research on treatment is now focused on targeted therapy and immunotherapy.  ,
What are the stages of Adult Hodgkin Lymphoma?,"Stage I,Stage II,Stage III.  ",
What are the treatments for Adult Hodgkin Lymphoma?,"Surgery,Radiation therapy,Chemotherapy.                 ",
What is Adult Non-Hodgkin Lymphoma?, A disease in which cancer cells form in the lymph system.   ,
What research is being done for Adult Non-Hodgkin Lymphoma?,Researchers have developed newer drugs for treatments.    ,
What is the risk for Adult Non-Hodgkin Lymphoma?,"Age,gender and a weakened immune system.",
What are the symptoms of Adult Non-Hodgkin Lymphoma?,"Fever,night sweats,pain in the chest.",
How to diagnose Adult Non-Hodgkin Lymphoma?,"Diagnosed by MRI with gadolinium,Lumbar puncture.   ",
What are the stages of Adult Non-Hodgkin Lymphoma?,Lymph system  to other parts of the body.      ,
What are the treatments for Adult Non-Hodgkin Lymphoma? ,"Surgery,Radiation therapy,Chemotherapy,Vaccine therapy.     ",
What is AIDS-Related Lymphoma?,A disease in which cancer cells form in the lymph systems of patients who have AIDS.,
What are the symptomps of IDS-Related Lymphoma?,"Weight loss,fever,night sweats.",
How to diagnose AIDS-Related Lymphoma?,"Diagnosed by blood tests,lymph node biopsy.  ",
What are the stages of AIDS-Related Lymphoma?,"Stage I,Stage II,Stage III,Stage IV.      ",
What are the treatments for AIDS-Related Lymphoma?," Chemotherapy,radiation therapy.    ",
What is Mycosis Fungoides and the Szary Syndrome?, A disease in which Lymphocytes affect the skin.   ,
What are the symptoms of Mycosis Fungoides and the Szary Syndrome?,"A red rash on the skin,extreme itching,weight loss.",
How to diagnose Mycosis Fungoides and the Szary Syndrome?,Diagnosed by examine the skin and blood. ,
What research is being done for Mycosis Fungoides and the Szary Syndrome?,Clinical trials are underway to find better ways of reducing side effects of treatments.,
What are the stages of Mycosis Fungoides and the Szary Syndrome?,"Stage I,Stage II,Stage III.",
What are the treatments for Mycosis Fungoides and the Szary Syndrome?," Photodynamic therapy,radiation therapy,Biologic therapy.",
What is Primary CNS Lymphoma?,A disease in which cancer cells form in the lymph tissue of the brain or spinal cord.,
What is the risk for Primary CNS Lymphoma?,Weakened immune system is the main risk for Primary CNS Lymphoma. ,
How to diagnose Primary CNS Lymphoma?,"Examine the eyes,brain and spinal cord. ",
what research is being done for Primary CNS Lymphoma?, Research has already revealed information about the changes in cells that cause CNS lymphoma.  ,
What are the treatments for Primary CNS Lymphoma?,"Radiation therapy,Chemotherapy,Steroid therapy.",
What is Childhood Hodgkin Lymphoma?,A disease in which cancer cells form in the lymph system.    ,
What is the risk for Childhood Hodgkin Lymphoma?,Risk factors for childhood Hodgkin lymphoma include Epstein-Barr virus infection and family history.,
What are the symptoms of Childhood Hodgkin Lymphoma?,"Fever,night sweats,weight loss. ",
How to diagnose Childhood Hodgkin Lymphoma?,Diagnosed by examine the lymph system. ,
What are the stages of Childhood Hodgkin Lymphoma?,"Stage I,Stage II,Stage III.      ",
What research is being done for Childhood Hodgkin Lymphoma?,Some researchers are looking at the specific genes and proteins that are found in Hodgkin lymphoma.   ,
What are the treatments for Childhood Hodgkin Lymphoma?," Radiation therapy,chemotherapy,surgery.   ",
What is Childhood Non-Hodgkin Lymphoma?,Non-Hodgkin lymphoma in children is a cancer that starts in cells of the child's immune system.    ,
What are the symptoms of Childhood Non-Hodgkin Lymphoma?,"Breathing problems,swollen lymph nodes. ",
How to diagnose Childhood Non-Hodgkin Lymphoma?,Diagnosed by examine the body and lymph system.   ,
What research is being done  for Childhood Non-Hodgkin Lymphoma?,Clinical trials are underway to find better ways of reducing side effects of treatments.,
What are the stages of Childhood Non-Hodgkin Lymphoma?,"Stage I,Stage II,Stage III.",
What are the treatments for Childhood Non-Hodgkin Lymphoma?,"Chemotherapy,radiation therapy,phototherapy.     ",
What is Adult Central Nervous System Tumors?,Adult central nervous system tumor is an abnormal growth of cells from the tissues of the brain or spinal cord.,
What is the risk for Adult Central Nervous System Tumors?,Being exposed to vinyl chloride may increase the risk of the disease. ,
What is the cause of Adult Central Nervous System Tumors?,The cause of Adult Central Nervous System Tumors is not known.,
What are the symptoms of Adult Central Nervous System Tumors?,"Vision, hearing and speech problems,loss of balance and trouble walking.",
How to diagnose Adult Central Nervous System Tumors?,Tests that examine the brain and spinal cord are used to detect it.,
What are the stages of Adult Central Nervous System Tumors?,There is no standard staging system.   ,
What research is being done for Adult Central Nervous System Tumors?,"Recent research has found specific genes,proteins and other factors unique to different types of CNS tumors.        ",
What are the treatments for Adult Central Nervous System Tumors?," Active surveillance,surgery,radiation therapy.",
What is Childhood Brain and Spinal Cord Tumors?, A disease in which abnormal cells form in the tissues of the brain or spinal cord.   ,
What is the cause of Childhood Brain and Spinal Cord Tumors?,The cause of Childhood Brain and Spinal Cord Tumors is unknown.,
What are the symptoms of Childhood Cord Tumors?,"Feeling sick to your stomach,headaches,vision problems.",
How to diagonose Childhood Cord Tumors?,Examine the brain and spinal cord are used.,
What research is being done for Childhood Cord Tumors?,Researchers have developed newer drugs for treatments.,
What are the treatments for Childhood Cord Tumors?,"Surgery,Radiation therapy,Chemotherapy.     ",
What is Central Nervous System Tumor?, A disease in which abnormal cells form in the tissues of the brain.    ,
What is the risk for Central Nervous System Tumor?,Risk for Central Nervous System Tumor is certain genetic changes. ,
What are the symptoms of Childhood Teratoid Tumor?,"Nausea and vomiting,unusual sleepiness or change in activity level.   ",
How to diagnose Childhood Teratoid Tumor?,Tests that examine the brain and spinal cord are used.,
What are the stages of Childhood Teratoid Tumor?, There is no standard staging system. ,
What research is being done for Central Nervous System  Tumor?,Researchers are seeking more information about gene mutations and how they relate to the risk of this tumor.,
What are the treatments for Central Nervous System  Tumor?,"Surgery,chemotherapy,radiation therapy.",
What is  Childhood Brain Stem Glioma?, A disease in which abnormal cells form in the tissues of the brain stem.    ,
What is the risk for Childhood Brain Stem Glioma?,The risk for Childhood Brain Stem Glioma is unknown.,
What are the symptoms of Childhood Brain Stem Glioma?,"Unusual sleepiness,trouble with eye movement,vision problems,loss of balance and trouble walking. ",
How to diagnose Childhood Brain Stem Glioma?,Tests that examine the brain are used to detect childhood brain stem glioma.,
What are the stages of Childhood Brain Stem Glioma?,There is no formal staging system for childhood brain stem glioma.               ,
What research is being done for Childhood Brain Stem Glioma?,Clinical trials are underway to find better ways of reducing side effects of treatments.       ,
What are the treatments for Childhood Brain Stem Glioma?,"Surgery,Radiation therapy,Chemotherapy.",
What is Childhood Brain Stem Glioma?,A disease in which cancer cells form in the tissues of the brain stem.    ,
What are the stages of Childhood Central Cell Tumors?,Childhood central nervous system (CNS) germ cell tumors rarely spread outside of the brain and spinal cord.  ,
What are the symptoms of Central Nervous System Germ Cell Tumors?,"Unusual thirst,frequent urination,headaches.",
How to diagonose Central Nervous System Germ Cell Tumors?,"Diagnosed by neurological exam,Visual field exam.           ",
What research is being done for Childhood Central Nervous System Germ Cell Tumors?,Doctors are experimenting with new techniques for delivering radiation therapy.,
What are the treatments for Childhood Central Nervous System Germ Cell Tumors?,"Chemotherapy,surgery,high-dose chemotherapy with stem cell rescue",
What is Childhood Craniopharyngioma?,A disease in which benign brain tumors found near the pituitary gland. ,
What is the risk for Childhood Craniopharyngioma?,There are no known risk factors for childhood craniopharyngioma.,
What are the symptoms of Childhood Craniopharyngioma?,"Vision changes,slow growth,increase in thirst or urination. ",
How to diagnose Childhood Craniopharyngioma?,"Tests that examine the brain,vision,and hormone levels.",
What are the stages of Childhood Craniopharyngioma?, There is no standard system for staging childhood craniopharyngioma.,
